used chatgpt to,https://github.com/positizing/positizing/commit/4a6f7f4c38bc7c68a2d6b89f32dab9126c2bd1f0
used chatgpt to,https://github.com/leogadddd/pivotlink/commit/245e4ec9419b0a33336ee3b7c1e2b675abcb2bc7
used chatgpt to,https://github.com/DevanFarmer/2D-Speedrun-Collectathon/commit/18925607f88ed46356aa04beb99fb39a31b9baa5
used chatgpt to,https://github.com/cMcVay/Connoroo/commit/5b55e21066753e706b27ac97ecbc356ce8dc14fa
used chatgpt to,https://github.com/gabetucker2/NNLetterVizPy/commit/8874450148ab5d5d145fd9d03695f2b18090b771
used chatgpt to,https://github.com/Kirogii/MPP-Scripts/commit/9716a6cc172355559ab288129edaeea4752c3702
used chatgpt to,https://github.com/abnormalhare/Elemental-On-Cards/commit/69cd694d7ba6fd73c40e7af52a1fce0695363d7a
used chatgpt to,https://github.com/RiseGaming/Takistan-Life-Rules/commit/f260a0ab333e76d384c90a9b88b86ddfd5b64851
used chatgpt to,https://github.com/jepace/dotfiles/commit/e937830a5a295146a6db77c52ad896b8228503db
used chatgpt to,https://github.com/jake-egan/Rust-study/commit/f8fc6126c0dbada20fdea7dcb2e3569100804cb3
used chatgpt to,https://github.com/Lwalters7/ReactConfusion/commit/472ec9a01abf00eb7a705f4ca611e6b5695cc0bf
used chatgpt to,https://github.com/ArienR/dotnet-movie-rec-app/commit/80585b20b950ab9e0d3a1050a3b80150a14ca24e
used chatgpt to,https://github.com/Flowers70/always-clean-mockup321/commit/d950502523bff7e95a6119cd4ff3fa4119b64c1c
used chatgpt to,https://github.com/TogExe/DefendTheBackrooms/commit/176c9ce181f1ac20d6b02ccd032706028465e672
used chatgpt to,https://github.com/TheColetrain/thecoletrain.github.io/commit/de0f289b93d7d63db4051932a5f05f443832e7c3
used chatgpt to,https://github.com/wrealaero/SpeedAutoClicker-Mac/commit/2fd069d32a4824864c162063f194ace8377c6f0c
used chatgpt to,https://github.com/MahaSci/UK-Road-Accident-Analysis/commit/2ac34cf5666779eaa5a85c6470f90ca9a435c0ff
used chatgpt to,https://github.com/henrytwagner/census/commit/47c6a1f765309d35ec20787726e0b0249c742a7d
used chatgpt to,https://github.com/sgopalani12/The-Denim-University/commit/41341ecc518600c849cdf6a1fd4c658aa80291ab
used chatgpt to,https://github.com/zomblic/WeatherMeNow/commit/66491290287eb3875109c8f702ab7e8e08debff0
used chatgpt to,https://github.com/juliancolling/Road_Accidents_B-ham_Area/commit/2ac34cf5666779eaa5a85c6470f90ca9a435c0ff
used chatgpt to,https://github.com/ArienR/dotnet-movie-rec-app/commit/49d1781078462d93624adb1ef834e96b30241696
used chatgpt to,https://github.com/Alberth64/bridge/commit/ca32414a650dda3836ed31b588839bb11f9ba981
used chatgpt to,https://github.com/Sulaiman-Alam/CSCI-316-Project/commit/7c0695307a3afd280ddfd41cd1a7ef129d062482
used chatgpt to,https://github.com/jddomOP/python_programs_p3/commit/989723b0ff224d5088d52aa31b28bba0d832ebd5
used chatgpt to,https://github.com/RoyceLeonD/scansca/commit/646ad8f0882e9c8c671f52341d757b9f2ca0d931
used chatgpt to,https://github.com/linusriddler/InfotechCenter/commit/4c9e247e1b628fe213748bb360ee51f4caf81f8e
used chatgpt to,https://github.com/joonhoswe/NodeBB-LLM-Translation/commit/b25d019770921b8d55a3db92337afe136bf84dfc
used chatgpt to,https://github.com/dkfukunaga/lawn-mower/commit/69aecb3cdef9fd1acef8a4acc4213203fa79538a
used chatgpt to,https://github.com/linusriddler/InfotechCenter/commit/b5cedca8cc80a1040574055cdf71c774bc6569c2
used chatgpt to,https://github.com/metno/MET_SAR-Doppler_User_Guide/commit/d6601da0eafa08be93952075646d7de970aaf215
used chatgpt to,https://github.com/Vence85/PythonJonas/commit/390abd5e5444d679d52bf987ac8cc906bade83b2
used chatgpt to,https://github.com/josteines/SAR-Doppler_User_Guide/commit/c8153c05846f4055c7b224e878e0f92119110af6
used chatgpt to,https://github.com/onasito/Group-5/commit/9e8b330643d5e4e867c3e6b25a0ed0db4943c4d8
used chatgpt to,https://github.com/Joshgg1/AdvancedExamples/commit/5b100490fba1df44d3bf9428fd731847a7b79b35
used chatgpt to,https://github.com/Flowers70/always-clean-mockup321/commit/177d6b6b3247b26ebdc2883fb62c5c38b6b92e3d
used chatgpt to,https://github.com/samphire/lavamob/commit/f8d8aad1b922d03cbd2dcb6486955a815ea6d51e
used chatgpt to,https://github.com/msenzanje/COSC-4315-Group-3/commit/a11d9d6f18069d75d066d6cc23490cafb06e56c9
used chatgpt to,https://github.com/mig-ael/DMOJproblems/commit/94a9d8eee05c1bd7a08ccddee131f574bf7b10de
used chatgpt to,https://github.com/Mythronn/mythronn.github.io/commit/e3e513a2dd1637e12765c1f8d6e50a9c560910f0
used chatgpt to,https://github.com/linusriddler/InfotechCenter/commit/786add8f4f4f6a09a6ead380e48605d7a543878d
used chatgpt to,https://github.com/LCOGT/datalab-ui/commit/7efc85f4a99a1faac29f5593b72756dc99f5347e
used chatgpt to,https://github.com/Geometry-Rays/geometry-rays/commit/ddd09612443e345898067a4806ae3f669234572b
used chatgpt to,https://github.com/Geometry-Rays/geometry-rays/commit/a83430b0cba0cad8767f6fef1bef2dd374ae5332
used chatgpt to,https://github.com/badasterick/badasterick.github.io/commit/92dc6fba30ecf422fbf88328ce8356ee7e6661c6
used chatgpt to,https://github.com/alkarboly/NativeEcho/commit/0a9c00eb0c93e53267cd2d66484541d98649c0fb
used chatgpt to,https://github.com/sucrammal/MyPortfolio/commit/aa19592669e31f9651bdd838e2b53f5cfe4bd0d2
used chatgpt to,https://github.com/jocoso/Chess/commit/c554a76277d159f4cf937309bc724ae4c8920003
used chatgpt to,https://github.com/mathchou/mathchou.github.io/commit/527ee82b7d93657ebe61509fe31a448f539d3b7c
used chatgpt to,https://github.com/prizey452/crud/commit/8ef0bd1a6f6237e281e3499a6fd6c761fe6be9e6
used chatgpt to,https://github.com/dinna21/LeetCode_2025/commit/56c5566027cbec038510679a2e432217bb2422e0
used chatgpt to,https://github.com/cs4218/cs4218-2420-ecom-project-team46/commit/4f46cfde97c46630cc4f5b4c3c36acfce6e2d1c3
used chatgpt to,https://github.com/Jordrn4l/Group-1/commit/47e13a43f8c3fc79c17e4ff34bd4cf8f49b297a1
used chatgpt to,https://github.com/danielshanker/AdventOfCode/commit/37a5924d42014889d699572c8cd91ef777a38288
used chatgpt to,https://github.com/sudoforrest/FMPAINT/commit/5f67ac8799951b34d092cacdd5048676348acc14
used chatgpt to,https://github.com/NickRoyer/ToyAttentionTransformer/commit/edde70681c4d9f1dad3b8ce82a7a53805b7df01a
used chatgpt to,https://github.com/SpacePistache/holbertonschool-chatgpt-introduction/commit/cf8dad4cd2e52dd29eeca329bf0a641931e845bd
used chatgpt to,https://github.com/JorelDenceReyethJMorales/DSA_Final_Project/commit/af710ca23faf0e099b073c4792f04c782dc4ef3f
used chatgpt to,https://github.com/UNLV-CS472-672/2025-S-GROUP3-RebelRemind/commit/f6b17af109b3017f3dec6f0af67a33b4c7466994
used chatgpt to,https://github.com/walnutpie777/Dist_ML_Project/commit/26bb40de376735b6b17d173c2054f254e68a9470
used chatgpt to,https://github.com/ethanshipman/Global-Trust-Analysis/commit/3a7ed31ff318878773ba74887e16448b33cee488
used chatgpt to,https://github.com/shouryavpoddar/PLC/commit/796e3e24137097d7a62b39fe14e00ac511fcb948
used chatgpt to,https://github.com/kalagotla/lptlib/commit/06000fb09a0263ae746fce058e5b1d4110a454a2
used chatgpt to,https://github.com/DoyleAaron/4th-year-final-project/commit/7dc50380c9d1ec3e3fd77cef14d63947a90b4459
used chatgpt to,https://github.com/MitjaDragan/Portfolio/commit/e1b1ecf65ca8a66083a7ec0ff43897081f0f80d2
used chatgpt to,https://github.com/clpicard/HW3_Q1/commit/3c118c067a72f457b98a14bc50eaf0e292669c78
used chatgpt to,https://github.com/eddmann/eddmann.github.io/commit/1b4ec9554cf28d2bfac07c5af07e9a1a04defd26
used chatgpt to,https://github.com/Danjkah/AssignmentOne/commit/3c120d61c7c17becbe2d89301b13171e6a520931
used chatgpt to,https://github.com/csurbhi/csurbhi.github.io/commit/50ff22791c95582151a6cd28a70703ceb236eb0e
used chatgpt to,https://github.com/Navnedia/Textbook-X-Change/commit/be6ee227d42b2ff5ff145251c2a5328a71e10eb9
used chatgpt to,https://github.com/steodose/club-elo/commit/215ae1b844dc9a318f073198eddf4c023e3bda6d
used chatgpt to,https://github.com/avoyeux/Rainbow_k3d/commit/009aa4dc3e173b62b688d0d001d9a4e0d1aa0963
used chatgpt to,https://github.com/XXVdynasty/CommunityCulturalFestival/commit/4a4f366ad3e197db02279faa71ff5ca04d45fae2
used chatgpt to,https://github.com/Forever8CD/CD/commit/180b874e1b4b70ed6b0bbcf84c129f7c0c2b96ba
used chatgpt to,https://github.com/Kraoshin/holbertonschool-chatgpt-introduction/commit/948a2efaf0ac6edd0035e8105c64bd643734c839
used chatgpt to,https://github.com/qasimkhan/Bear-Classifier-App/commit/59facfd1398f5f6ee844f41b6d0d17d0fdda1c4f
used chatgpt to,https://github.com/ZachFara/ZachFara/commit/bef752cb415c4023d885f3f64195d483eb0fb822
used chatgpt to,https://github.com/Pythonidaer/new-society-test/commit/3c2d0f5cc60fd733a779842146420fcaf583e6c4
used chatgpt to,https://github.com/jongitshub/vanilla-go-fish/commit/25c0663c3ab01760b0405a8d2c601b4353690a10
used chatgpt to,https://github.com/Aidne7/RidgyTnutFinalProject/commit/250ead7bc7462f439d6cd03e9b8688f18f93b521
used chatgpt to,https://github.com/DanJBower/PipelineController/commit/9beeb9400dff7d67d058afa89b65f6aa532d04d4
used chatgpt to,https://github.com/givemefreeligma/JRA-Landscaping/commit/ead204f681687337fa0f6473cd0ba3f7ba21f471
used chatgpt to,https://github.com/MattCloward/DownloadReports/commit/80ee51224dc3b808e5a13cb1689a43e6d472863f
used chatgpt to,https://github.com/daryusg/LeaveManagementSystem_vsc_9/commit/14038d2adb74fa2ab6c7af84df3a43e9b9598c64
used chatgpt to,https://github.com/Hallelujah78/ASD24-Blog-Site-Server/commit/aed521b3b45dadf073c387c75751c60b57f27e6d
used chatgpt to,https://github.com/JorelDenceReyethJMorales/DSA_Final_Project/commit/60229d1e5c3462eedaa6d9494c3bfaadc3ca0b80
used chatgpt to,https://github.com/mc-Corkell/system-design/commit/460fc4699fc2e1d8758c95b8f09b2bd760e3d331
used chatgpt to,https://github.com/Bismillahfam/Deen-Website/commit/33e37dd82e500ba3be0a41770ddc6d3c16caa5b3
used chatgpt to,https://github.com/ahsanSafi/Rock_Paper_Scissor-Using-IR-/commit/d62ccac56fed01453ca1db17acbaad6f9134ff5d
used chatgpt to,https://github.com/SzybekV/MyWebsite/commit/85b64e077d1f0707df2eeeffe65baf5bdc0e9aab
used chatgpt to,https://github.com/select-joe-from-wiegs/joe_portfolio/commit/ab61e10719cd264a5ae6760ce8862b03044e369a
used chatgpt to,https://github.com/Gerald219/holbertonschool-chatgpt-introduction/commit/0aa6e1f44e455706b30ba6aac130faf6ae771f03
used chatgpt to,https://github.com/elementalitllc/elementalitllc.com/commit/a844aa7fc78b5423f641d6b06919f807ca7e0b8e
used chatgpt to,https://github.com/gentlefungi1/rock-paper-scissors-2/commit/44082a284c42120a59c6dc16bef4c9251e188a0b
used chatgpt to,https://github.com/noamiko2004/Integration-Chat/commit/aded02d3b187c1dca3bac1fc6ed412c0fedea115
used chatgpt to,https://github.com/Levi-Spellmeyer/Financial-Application/commit/fbe09e591750438c7c42349bcc59e2d6008f3490
used chatgpt to,https://github.com/shn0/shn0.github.io/commit/f13ffa712720c3e93be4d48cab0ed5fec03ddf3e
used chatgpt to,https://github.com/david-andreasson/api-webservices-final-assignment_79davand/commit/82c51f22053cad251d5e9251b6ff0ea05066d20f
used chatgpt to,https://github.com/Aakash-Ghosh08/gravity-sim/commit/048eec4952eff121177f4bc8c96467e34ce94c6d
used chatgpt to,https://github.com/calebkrauter/first-chrome-extension/commit/f40a413ca1f9ca863d8dbae00dfc6a1fe4d7ea06
used chatgpt to,https://github.com/MustafaBitar-Dev/custom_addons/commit/a00fa9ca62cfff2e3d75a37136e1daa9ea360526
used chatgpt to,https://github.com/BigDaveCoding/snoot-city/commit/de215a2a241b7cf56d07dc45022f88dcd742f3f2
used chatgpt to,https://github.com/sateesh-peetha/Low-torque-Generator/commit/206011f81a555f7143351225e1fbde27b3e1db2b
